seed,metric,frac_overlap,metric_overlap,metric_ood_one,metric_ood_all_mnist,metric_ood_all_svhn
8,edit_distance_knn,0.4,0.751300,0.750433,0.750270,0.750138
8,cycle_knn,0.6,0.365000,0.120500,0.089600,0.045098
8,mutual_knn,0.6,0.057700,0.014000,0.009960,0.005128
8,lcs_knn,0.6,0.119333,0.032750,0.023100,0.012024
8,cka,0.6,0.974895,0.228600,0.089305,0.046161
8,unbiased_cka,0.6,0.974873,0.228044,0.089057,0.046066
8,cknna,0.6,0.039031,0.011044,0.009044,0.004439
8,svcca,0.6,0.563687,0.285458,0.287155,0.336668
8,edit_distance_knn,0.6,0.751633,0.750350,0.750360,0.750161
8,cycle_knn,1.0,0.560400,-1.000000,0.201600,0.117740
8,mutual_knn,1.0,0.113840,-1.000000,0.026920,0.015661
8,lcs_knn,1.0,0.237800,-1.000000,0.060300,0.037262
8,cka,1.0,0.974724,-1.000000,0.576990,0.643963
8,unbiased_cka,1.0,0.974692,-1.000000,0.576851,0.643921
8,cknna,1.0,0.089271,-1.000000,0.022802,0.013584
8,svcca,1.0,0.841142,-1.000000,0.543570,0.596438
8,edit_distance_knn,1.0,0.754420,-1.000000,0.750730,0.750492
8,cycle_knn,0.8,0.459500,0.193500,0.131500,0.078288
8,mutual_knn,0.8,0.085150,0.024750,0.015870,0.009554
8,lcs_knn,0.8,0.164750,0.058500,0.034300,0.021243
8,cka,0.8,0.973499,0.119058,0.320868,0.414484
8,unbiased_cka,0.8,0.973469,0.118215,0.320716,0.414425
8,cknna,0.8,0.063081,0.017684,0.013759,0.007944
8,svcca,0.8,0.707078,0.301484,0.327143,0.457328
8,edit_distance_knn,0.8,0.752525,0.751150,0.750480,0.750261
