seed,metric,frac_overlap,metric_overlap,metric_ood_all_mnist,metric_ood_all_svhn
3,lcs_knn,0.5,0.343600,0.385600,0.197411
3,cka,0.5,0.499605,0.668372,0.626007
3,unbiased_cka,0.5,0.495092,0.667856,0.625615
3,cknna,0.5,0.232727,0.209303,0.094962
3,svcca,0.5,0.447478,0.655448,0.580836
3,edit_distance_knn,0.5,0.758710,0.758570,0.754713
3,cycle_knn,0.2,0.622900,0.771800,0.446835
3,mutual_knn,0.2,0.192180,0.229430,0.082475
3,lcs_knn,0.2,0.344300,0.406600,0.178089
3,cka,0.2,0.466045,0.705366,0.588913
3,unbiased_cka,0.2,0.461142,0.704931,0.588506
3,cknna,0.2,0.217584,0.225800,0.089569
3,svcca,0.2,0.424575,0.660179,0.538058
3,edit_distance_knn,0.2,0.758520,0.759680,0.754160
3,cycle_knn,0.0,0.608000,0.757300,0.487938
3,mutual_knn,0.0,0.184030,0.224250,0.089398
3,lcs_knn,0.0,0.321000,0.401000,0.189997
3,cka,0.0,0.456976,0.740527,0.624301
3,unbiased_cka,0.0,0.452020,0.740088,0.623913
3,cknna,0.0,0.209973,0.217402,0.097715
3,svcca,0.0,0.397766,0.609868,0.582501
3,edit_distance_knn,0.0,0.757800,0.759700,0.754448
3,cycle_knn,0.6,0.660700,0.759300,0.490934
3,mutual_knn,0.6,0.219500,0.229940,0.091699
3,lcs_knn,0.6,0.376100,0.398700,0.194760
3,cka,0.6,0.522074,0.676927,0.565650
3,unbiased_cka,0.6,0.517729,0.676423,0.565242
3,cknna,0.6,0.242476,0.223077,0.098363
3,svcca,0.6,0.455688,0.656991,0.584965
3,edit_distance_knn,0.6,0.759200,0.759450,0.754498
3,cycle_knn,0.9,0.672600,0.792300,0.506185
3,mutual_knn,0.9,0.238730,0.245240,0.103661
3,lcs_knn,0.9,0.416800,0.426300,0.213506
3,cka,0.9,0.560533,0.712201,0.658441
3,unbiased_cka,0.9,0.556478,0.711764,0.658071
3,cknna,0.9,0.262081,0.238870,0.105775
3,svcca,0.9,0.453555,0.656371,0.620352
3,edit_distance_knn,0.9,0.760500,0.760700,0.754959
3,cycle_knn,0.7,0.652900,0.778800,0.502036
3,mutual_knn,0.7,0.217780,0.233530,0.098947
3,lcs_knn,0.7,0.378700,0.406900,0.208205
