seed,metric,frac_overlap,metric_cifar100,metric_tinyimagenet,metric_cifar10
3,lcs_knn,0.0,0.674000,0.447800,0.428400
3,cka,0.0,0.911308,0.799449,0.925322
3,unbiased_cka,0.0,0.910089,0.797513,0.924955
3,cknna,0.0,0.388049,0.274108,0.230441
3,svcca,0.0,0.685597,0.713510,0.838105
3,edit_distance_knn,0.0,0.773480,0.762760,0.761070
3,cycle_knn,0.6,0.793100,0.714600,0.738100
3,mutual_knn,0.6,0.454190,0.271830,0.276840
3,lcs_knn,0.6,0.710500,0.457400,0.467700
3,cka,0.6,0.919782,0.808066,0.939061
3,unbiased_cka,0.6,0.918646,0.806240,0.938746
3,cknna,0.6,0.414456,0.277229,0.258245
3,svcca,0.6,0.698780,0.721905,0.834335
3,edit_distance_knn,0.6,0.775660,0.763130,0.762360
3,cycle_knn,0.2,0.783800,0.700100,0.706400
3,mutual_knn,0.2,0.437600,0.256760,0.252590
3,lcs_knn,0.2,0.674400,0.436400,0.432300
3,cka,0.2,0.913196,0.782439,0.930998
3,unbiased_cka,0.2,0.911992,0.780380,0.930660
3,cknna,0.2,0.402863,0.265324,0.233367
3,svcca,0.2,0.696860,0.713585,0.869860
3,edit_distance_knn,0.2,0.772610,0.762390,0.761010
3,cycle_knn,0.8,0.803100,0.723400,0.732400
3,mutual_knn,0.8,0.469470,0.276490,0.284610
3,lcs_knn,0.8,0.729400,0.459700,0.485000
3,cka,0.8,0.923511,0.815589,0.941193
3,unbiased_cka,0.8,0.922423,0.813775,0.940882
3,cknna,0.8,0.434103,0.286510,0.268086
3,svcca,0.8,0.672470,0.743948,0.820828
3,edit_distance_knn,0.8,0.776210,0.763590,0.764040
3,cycle_knn,0.4,0.790400,0.745700,0.716300
3,mutual_knn,0.4,0.444380,0.284440,0.256460
3,lcs_knn,0.4,0.692200,0.477400,0.438400
3,cka,0.4,0.916440,0.811565,0.932390
3,unbiased_cka,0.4,0.915267,0.809609,0.932047
3,cknna,0.4,0.403949,0.292986,0.239475
3,svcca,0.4,0.671298,0.742239,0.834897
3,edit_distance_knn,0.4,0.774030,0.763960,0.761520
